num_ratings average_rating
232 3.646552
193 3.290155
199 3.572864
58 3.896552
41 3.195122
50 4.320000
44 4.159091
42 3.738095
25 3.360000
233 3.742489
26 4.076923
24 3.583333
76 4.131579
43 3.697674
27 3.925926
102 3.960784
121 3.776860
25 3.360000
311 3.054662
20 3.450000
58 3.379310
33 4.393939
58 4.155172
45 3.288889
22 4.000000
75 3.693333
51 4.098039
66 4.303030
233 3.733906
274 3.310219
28 3.678571
30 3.733333
33 3.909091
375 3.424000
196 3.989796
162 3.197531
127 3.811024
53 3.471698
71 4.380282
22 4.136364
281 3.295374
23 3.652174
304 3.361842
52 4.173077
271 3.704797
31 3.838710
121 3.768595
111 4.045045
448 3.337054
149 3.859060
57 3.894737
54 3.407407
102 3.705882
172 3.709302
319 2.937304
22 3.590909
153 3.117647
68 3.897059
50 3.680000
44 3.250000
737 1.834464
342 3.532164
226 3.469027
27 3.740741
203 3.591133
28 3.035714
58 3.775862
51 3.941176
50 3.660000
25 3.880000
24 4.166667
493 3.845842
365 3.246575
20 2.900000
32 4.218750
36 4.166667
62 3.854839
97 3.463918
64 3.578125
44 3.363636
204 2.955882
101 3.831683
31 4.548387
55 3.927273
414 3.393720
65 3.553846
21 3.380952
62 3.709677
41 3.512195
44 3.704545
379 3.316623
145 3.751724
263 3.581749
33 4.060606
31 3.709677
51 4.176471
20 3.500000
143 3.125874
24 3.375000
24 3.791667
135 1.985185
36 2.750000
139 3.597122
38 3.342105
75 3.746667
540 3.864815
98 2.734694
206 3.412621
156 3.288462
236 2.978814
189 3.502646
217 3.456221
277 4.025271
183 3.688525
118 3.381356
68 3.411765
23 3.000000
33 4.000000
133 2.864662
53 4.037736
80 3.437500
101 3.465347
44 3.681818
143 3.993007
43 4.534884
57 3.578947
31 3.387097
263 4.228137
35 3.914286
327 4.082569
20 3.600000
83 3.373494
35 4.457143
113 3.415929
202 3.420792
60 3.733333
56 3.982143
26 3.423077
59 3.050847
139 3.992806
26 3.038462
189 3.222222
231 3.645022
154 3.357143
109 3.724771
57 2.789474
33 3.848485
55 3.527273
135 3.755556
47 3.872340
213 3.953052
129 3.031008
279 3.179211
149 3.288591
102 3.862745
225 3.342222
73 3.767123
37 3.108108
160 4.018750
251 3.621514
112 3.366071
242 3.673554
58 4.724138
87 3.827586
33 2.515152
30 2.766667
24 3.750000
21 4.333333
22 4.363636
194 3.840206
40 3.000000
21 4.095238
37 3.297297
73 3.643836
49 4.122449
23 3.434783
150 3.140000
30 4.333333
100 4.360000
306 3.493464
54 3.296296
68 3.235294
137 3.832117
53 3.716981
43 3.604651
45 3.888889
30 3.233333
274 4.120438
260 3.384615
80 4.075000
218 3.935780
163 3.871166
490 2.865306
81 3.617284
56 3.982143
63 3.714286
133 3.624060
135 3.488889
197 3.532995
31 2.806452
162 3.506173
59 3.898305
23 3.652174
155 3.670968
25 3.720000
40 3.675000
334 3.802395
84 3.095238
100 4.170000
114 3.570175
52 4.019231
44 4.204545
53 3.754717
20 4.200000
76 3.578947
101 3.396040
357 3.025210
72 3.541667
30 3.766667
34 3.411765
35 4.542857
149 3.442953
155 3.954839
81 3.370370
70 3.485714
22 2.681818
20 3.450000
20 3.250000
51 3.745098
46 3.521739
26 3.153846
36 3.527778
188 3.803191
24 2.666667
74 3.472973
47 3.553191
28 4.035714
62 3.274194
27 4.444444
24 3.541667
80 3.737500
166 3.325301
98 2.969388
225 3.742222
43 3.441860
48 3.500000
84 3.654762
360 3.813889
156 3.608974
25 3.480000
96 3.197917
20 3.600000
41 3.634146
25 3.680000
47 3.893617
89 3.584270
148 3.081081
29 3.793103
47 3.787234
27 3.296296
90 3.755556
236 3.966102
37 3.837838
163 3.674847
28 2.392857
75 3.733333
42 3.833333
27 3.370370
28 4.321429
39 3.128205
103 3.864078
43 3.627907
108 2.620370
216 3.287037
89 3.505618
110 3.827273
171 3.549708
228 3.390351
45 3.733333
141 3.531915
106 3.433962
32 2.343750
181 3.292818
27 4.703704
121 4.082645
108 3.324074
20 3.100000
118 3.661017
58 3.310345
135 3.370370
34 3.264706
20 4.450000
104 2.490385
67 3.537313
148 2.959459
109 4.229358
40 4.125000
318 3.622642
206 3.737864
42 4.000000
122 3.959016
38 2.947368
58 3.827586
297 3.259259
24 3.791667
311 3.154341
21 3.285714
22 3.136364
283 2.692580
147 3.687075
685 2.908029
24 2.541667
29 3.241379
71 3.732394
191 3.790576
224 2.584821
121 3.917355
23 3.869565
158 3.531646
166 3.746988
142 3.478873
245 3.665306
47 3.957447
46 3.521739
100 3.380000
46 3.847826
124 3.580645
29 3.241379
35 3.885714
41 3.658537
34 3.705882
77 3.584416
49 3.591837
28 3.428571
62 3.661290
38 4.000000
22 3.227273
399 3.137845
75 3.226667
86 3.488372
20 2.050000
71 4.563380
21 3.476190
24 4.833333
36 3.833333
115 3.147826
32 4.218750
40 3.275000
154 3.136364
157 4.152866
38 3.289474
29 3.931034
105 3.714286
127 2.842520
149 3.147651
21 3.666667
33 4.212121
31 2.451613
47 3.531915
90 3.777778
114 3.710526
29 3.310345
236 3.495763
105 3.200000
138 3.572464
86 3.697674
221 3.859729
162 3.765432
30 2.966667
44 3.522727
167 3.383234
269 3.888476
93 3.709677
39 3.692308
67 3.104478
30 3.966667
168 3.535714
42 3.619048
22 3.272727
85 2.164706
25 3.800000
24 3.000000
322 3.037267
26 3.576923
21 2.857143
38 3.236842
83 3.385542
20 3.700000
107 3.028037
64 3.609375
53 3.320755
24 3.000000
33 3.969697
148 3.675676
35 3.600000
20 3.400000
104 3.461538
26 3.461538
35 3.685714
27 3.851852
60 3.100000
67 3.641791
293 4.054608
108 3.722222
305 3.622951
33 3.090909
168 3.541667
73 3.205479
57 3.596491
34 3.382353
38 3.105263
109 3.192661
166 3.367470
357 3.876751
32 4.062500
41 3.243902
66 2.848485
21 3.047619
129 3.782946
109 3.688073
23 4.086957
175 3.354286
37 4.432432
64 3.265625
29 3.068966
64 4.296875
70 3.714286
33 4.000000
161 3.279503
224 2.058036
28 3.785714
105 3.466667
36 4.055556
65 2.953846
37 3.918919
55 3.872727
42 3.785714
232 2.788793
30 3.866667
39 3.846154
27 3.703704
117 3.871795
57 3.140351
249 3.341365
33 3.666667
231 3.017316
25 3.800000
47 3.127660
55 3.509091
39 4.307692
159 3.132075
358 3.600559
26 2.653846
239 3.326360
24 4.000000
28 3.750000
26 4.038462
75 3.493333
33 3.090909
332 3.665663
273 3.347985
140 3.642857
204 3.892157
23 4.130435
20 3.450000
26 4.423077
21 4.142857
20 3.500000
29 2.793103
35 2.971429
183 3.743169
25 3.840000
36 3.361111
21 3.476190
28 4.071429
21 3.000000
62 4.338710
25 3.120000
185 4.005405
20 2.600000
145 3.613793
115 3.826087
28 3.250000
104 3.115385
64 3.546875
106 3.745283
73 3.520548
25 2.960000
267 3.056180
54 3.925926
102 4.147059
50 3.860000
46 3.043478
93 4.118280
57 3.192982
197 4.137056
31 3.903226
27 3.740741
204 2.735294
81 3.506173
31 3.129032
405 3.740741
146 3.034247
150 4.286667
23 4.869565
51 4.529412
209 3.459330
49 3.469388
41 2.975610
217 3.211982
23 3.347826
26 3.423077
22 3.272727
21 3.428571
39 3.846154
71 3.239437
43 4.000000
165 4.363636
107 3.121495
294 3.823129
66 2.287879
20 2.700000
95 4.263158
208 2.951923
47 2.872340
269 3.453532
115 3.495652
71 3.380282
20 2.900000
34 3.823529
89 4.191011
21 4.190476
81 3.827160
134 3.268657
29 3.689655
368 3.426630
259 3.320463
137 4.051095
268 3.925373
43 3.720930
102 3.313725
240 3.362500
171 3.923977
20 4.300000
326 3.435583
119 3.857143
47 4.127660
226 4.000000
59 3.423729
245 3.636735
20 3.750000
362 2.980663
185 3.962162
30 3.500000
135 3.525926
45 2.555556
124 3.854839
49 3.448980
136 3.852941
47 3.744681
40 3.275000
41 3.804878
147 4.571429
74 3.554054
26 4.346154
60 3.166667
98 3.806122
53 3.811321
132 3.522727
23 3.086957
26 3.115385
317 3.365931
35 3.542857
103 3.349515
217 3.470046
26 3.230769
110 3.272727
127 3.370079
74 4.148649
82 3.756098
32 3.125000
20 3.300000
120 3.691667
32 4.687500
49 3.693878
63 2.968254
61 3.721311
241 3.966805
184 2.646739
174 3.701149
39 3.923077
142 3.746479
40 3.375000
108 3.268519
49 4.265306
107 3.457944
22 4.045455
79 4.265823
168 3.410714
