num_ratings average_rating
40 3.475000
43 3.000000
40 3.925000
61 3.147541
17 3.235294
48 2.166667
71 3.338028
30 2.900000
39 2.820513
45 3.177778
22 3.318182
11 3.545455
49 3.408163
46 3.608696
2 2.000000
14 3.785714
64 3.468750
25 3.240000
34 3.617647
23 3.130435
41 4.292683
9 3.333333
21 3.666667
26 4.192308
12 3.166667
18 3.722222
75 3.800000
8 3.250000
34 3.676471
28 3.178571
4 3.500000
32 3.031250
44 3.159091
12 1.833333
49 2.693878
27 2.518519
35 3.200000
22 3.181818
8 1.750000
20 2.800000
15 2.400000
44 2.863636
22 2.863636
23 2.565217
4 2.500000
86 2.313953
32 2.843750
33 3.090909
25 2.240000
4 3.000000
66 3.515152
7 2.285714
31 3.161290
14 2.500000
16 2.125000
16 2.562500
10 2.800000
10 3.000000
17 2.000000
8 1.875000
8 2.250000
9 3.111111
22 3.681818
23 2.826087
47 4.127660
37 3.378378
64 3.375000
44 3.250000
93 3.225806
100 3.530000
38 2.289474
98 3.061224
12 2.833333
137 3.459854
50 3.240000
32 3.187500
31 3.967742
35 3.885714
38 3.815789
32 3.437500
31 2.580645
15 3.600000
44 2.931818
4 2.500000
3 2.666667
148 3.040541
14 2.000000
20 2.250000
7 2.285714
16 2.875000
32 2.781250
27 2.518519
68 3.161765
24 2.750000
24 2.000000
17 2.823529
90 4.011111
25 2.600000
62 3.193548
28 3.142857
8 3.000000
40 3.225000
25 3.240000
46 3.173913
134 2.835821
73 3.013699
25 2.520000
43 3.651163
41 3.243902
25 2.280000
24 3.458333
23 2.304348
10 3.200000
10 3.200000
22 2.318182
15 3.266667
35 2.771429
39 3.051282
29 2.931034
12 3.750000
41 3.658537
4 4.250000
53 3.490566
16 3.000000
44 3.454545
12 3.166667
18 3.166667
27 3.740741
16 2.875000
7 2.428571
66 3.818182
77 2.961039
7 3.428571
12 2.250000
8 3.125000
22 2.772727
45 2.244444
2 4.000000
8 2.750000
8 2.625000
6 2.500000
21 3.857143
11 3.000000
21 3.285714
10 1.700000
13 2.230769
38 2.131579
37 2.405405
43 2.720930
12 2.500000
23 3.086957
12 2.416667
29 2.620690
3 2.666667
18 3.500000
42 3.690476
13 3.461538
8 2.625000
74 3.770270
7 2.428571
19 3.789474
4 3.000000
18 2.833333
4 3.000000
18 3.055556
5 2.400000
28 3.428571
41 2.853659
7 3.428571
15 2.800000
22 3.272727
10 3.300000
29 3.413793
13 3.615385
19 3.105263
47 3.255319
59 3.661017
17 3.000000
21 3.761905
1 5.000000
3 3.666667
12 3.833333
4 4.250000
32 3.343750
11 2.909091
13 2.692308
28 3.571429
1 4.000000
13 4.000000
32 2.625000
30 2.966667
38 3.315789
46 2.978261
29 3.482759
29 3.965517
5 3.400000
33 2.606061
17 2.294118
9 3.333333
44 4.045455
15 4.000000
3 3.666667
9 2.666667
3 2.000000
21 3.666667
9 3.333333
26 3.846154
9 3.111111
7 2.142857
28 3.428571
19 3.473684
12 3.333333
3 3.333333
1 3.000000
25 2.880000
4 4.000000
11 3.545455
26 3.615385
13 2.923077
5 1.600000
25 2.680000
6 2.166667
14 1.857143
12 3.166667
11 3.545455
22 3.318182
10 4.100000
27 3.074074
14 3.142857
15 3.666667
7 2.571429
8 3.250000
5 3.400000
22 3.363636
7 1.857143
19 2.473684
9 2.111111
10 2.500000
10 2.500000
13 2.307692
19 2.210526
10 2.500000
18 2.277778
3 3.333333
13 3.230769
44 2.772727
3 5.000000
11 3.363636
3 4.333333
13 3.384615
10 3.800000
31 4.064516
11 3.272727
3 3.000000
45 3.555556
7 3.142857
23 2.869565
7 3.285714
1 5.000000
8 3.500000
21 4.047619
18 3.611111
6 3.000000
19 2.684211
17 2.294118
20 2.850000
15 2.533333
38 2.736842
12 3.416667
6 2.833333
6 2.166667
9 2.000000
30 1.933333
6 3.000000
39 2.871795
26 3.461538
20 2.900000
30 3.333333
39 3.487179
25 2.680000
4 3.500000
12 2.666667
14 2.642857
32 3.375000
8 2.375000
48 2.458333
13 2.153846
18 1.833333
22 2.500000
17 2.470588
6 3.500000
8 2.375000
1 4.000000
1 3.000000
6 3.500000
8 3.125000
18 2.444444
26 3.653846
6 2.666667
5 2.600000
7 3.714286
36 2.916667
19 3.210526
7 1.571429
6 1.833333
19 3.000000
12 2.833333
6 1.500000
8 4.125000
9 3.000000
7 2.428571
11 1.818182
8 2.250000
3 2.000000
4 1.750000
23 2.521739
4 2.000000
4 2.750000
4 3.250000
8 3.625000
15 2.933333
7 3.285714
19 3.052632
12 3.166667
33 3.000000
10 3.300000
10 3.900000
7 2.285714
7 2.714286
5 1.800000
15 2.733333
11 1.727273
4 2.500000
8 2.500000
19 3.421053
16 3.625000
9 2.888889
16 2.687500
13 3.153846
9 3.222222
19 2.684211
26 2.846154
15 3.133333
17 3.705882
6 1.333333
7 3.000000
7 2.142857
2 1.500000
15 2.200000
3 1.666667
3 5.000000
7 3.142857
7 2.571429
20 3.250000
12 2.833333
9 3.666667
8 3.000000
9 2.333333
5 3.800000
5 3.400000
18 2.333333
2 2.500000
7 2.428571
2 3.000000
2 1.500000
2 1.000000
1 1.000000
1 3.000000
16 2.500000
7 3.000000
14 3.142857
11 2.454545
23 3.130435
7 2.714286
4 2.000000
3 1.333333
4 1.750000
1 1.000000
2 2.500000
6 2.333333
3 2.666667
5 2.400000
1 1.000000
6 3.333333
3 2.333333
6 3.166667
1 1.000000
4 2.500000
4 3.000000
2 2.000000
5 2.800000
2 1.000000
11 2.636364
10 1.800000
9 2.333333
4 2.250000
1 1.000000
1 1.000000
1 1.000000
2 2.500000
1 1.000000
5 3.200000
2 2.000000
5 2.400000
4 2.750000
1 1.000000
1 1.000000
2 1.500000
3 2.000000
1 1.000000
5 2.600000
2 1.000000
6 2.666667
3 2.666667
3 2.666667
2 3.000000
2 1.000000
2 1.500000
3 2.666667
2 2.000000
1 1.000000
1 1.000000
2 1.500000
1 1.000000
5 4.200000
6 3.666667
4 2.750000
3 2.666667
2 1.500000
3 3.000000
1 1.000000
2 1.000000
10 3.600000
7 2.142857
4 3.250000
5 2.200000
7 2.857143
6 2.333333
8 3.250000
4 2.000000
6 2.000000
3 1.666667
5 2.800000
6 2.666667
3 2.000000
6 3.333333
3 3.000000
2 2.000000
3 2.000000
5 2.000000
9 2.111111
7 2.428571
6 2.333333
5 4.200000
5 3.200000
2 4.500000
7 2.428571
10 3.100000
18 3.222222
4 2.750000
4 2.750000
13 3.230769
6 3.333333
5 3.400000
20 2.250000
3 1.000000
7 2.857143
4 2.750000
28 2.571429
6 1.666667
8 2.750000
1 2.000000
9 2.444444
5 2.400000
2 2.500000
3 3.666667
16 2.125000
3 1.333333
11 3.181818
4 2.250000
4 2.250000
3 2.333333
10 2.600000
8 3.250000
5 2.800000
12 3.666667
4 2.750000
3 2.333333
5 3.400000
3 1.000000
2 2.000000
10 2.500000
7 2.571429
2 2.500000
9 2.000000
5 2.400000
8 3.000000
5 3.000000
7 2.571429
5 2.400000
4 3.750000
19 2.473684
4 2.750000
15 3.133333
1 3.000000
3 3.666667
8 4.625000
2 4.000000
15 3.866667
1 4.000000
1 2.000000
6 3.000000
2 2.500000
7 3.714286
1 3.000000
1 4.000000
7 3.571429
1 3.000000
1 2.000000
7 3.714286
3 3.333333
3 2.333333
3 2.333333
6 4.000000
2 5.000000
6 3.333333
12 3.166667
5 2.600000
9 2.444444
2 3.500000
9 3.555556
6 2.833333
8 2.875000
1 2.000000
2 2.500000
18 2.722222
8 2.750000
11 2.272727
2 3.000000
1 4.000000
12 3.416667
3 2.666667
4 3.500000
1 1.000000
5 2.000000
4 3.000000
5 2.200000
3 3.000000
2 3.000000
1 4.000000
1 1.000000
1 1.000000
5 3.600000
5 2.800000
2 3.000000
1 4.000000
4 3.250000
2 5.000000
5 3.000000
2 1.500000
10 3.100000
3 3.666667
1 4.000000
3 3.666667
1 3.000000
3 2.333333
5 1.600000
1 3.000000
5 3.200000
6 4.000000
3 2.000000
7 3.142857
1 4.000000
3 4.000000
5 2.800000
12 3.000000
2 3.000000
1 3.000000
4 3.000000
7 2.428571
2 3.000000
8 4.250000
1 4.000000
1 4.000000
7 2.428571
3 2.333333
5 2.800000
5 2.000000
7 3.285714
2 2.000000
1 4.000000
6 2.166667
4 3.000000
1 5.000000
4 4.000000
3 3.000000
4 1.750000
10 2.800000
2 3.500000
2 3.000000
1 3.000000
3 2.666667
4 2.500000
1 1.000000
2 3.000000
1 1.000000
2 1.500000
2 3.000000
2 2.000000
3 2.000000
4 2.750000
2 3.000000
5 2.600000
2 2.000000
1 1.000000
7 3.571429
1 1.000000
4 2.750000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
2 2.500000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
2 2.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
1 1.000000
2 2.500000
1 1.000000
1 1.000000
2 2.000000
4 3.000000
2 2.000000
6 3.166667
5 3.600000
1 4.000000
2 4.500000
1 2.000000
1 2.000000
5 3.000000
6 2.500000
1 5.000000
4 3.750000
1 1.000000
3 3.333333
1 3.000000
1 4.000000
4 3.000000
1 2.000000
3 3.333333
4 2.250000
3 1.666667
3 2.000000
2 3.000000
4 3.750000
1 4.000000
1 3.000000
10 3.000000
1 4.000000
2 3.000000
1 1.000000
1 3.000000
9 3.222222
1 1.000000
3 2.333333
3 4.000000
1 2.000000
1 4.000000
1 1.000000
1 3.000000
4 3.750000
2 4.000000
1 3.000000
2 3.500000
1 3.000000
1 3.000000
1 2.000000
1 3.000000
1 4.000000
1 3.000000
1 3.000000
3 4.333333
1 3.000000
1 3.000000
2 4.500000
4 3.750000
2 1.500000
1 4.000000
2 3.500000
1 3.000000
1 2.000000
1 3.000000
1 4.000000
1 4.000000
3 1.666667
1 5.000000
1 1.000000
1 2.000000
2 3.500000
1 3.000000
3 3.000000
1 1.000000
1 2.000000
1 1.000000
2 2.500000
1 2.000000
4 3.250000
1 2.000000
1 2.000000
1 3.000000
1 3.000000
1 2.000000
1 3.000000
1 1.000000
2 2.000000
1 3.000000
1 4.000000
1 3.000000
1 2.000000
1 3.000000
1 1.000000
1 3.000000
1 2.000000
1 3.000000
1 3.000000
